timestep	potential_energy	temperature
8000	-996574.9015	1.113749144
8100	-996582.3446	1.160532357
8200	-996584.0882	0.7839115318
8300	-996582.722	0.9469740354
8400	-996572.71	1.160577416
8500	-996577.2985	1.266642959
8600	-996567.8369	1.103938694
8700	-996560.3968	1.061231774
8800	-996589.7963	0.743119
8900	-996582.0138	0.9287659044
9000	-996572.9843	0.9546109574
9100	-996573.5979	1.028490521
9200	-996576.7411	0.8807291159
9300	-996575.2548	1.076744728
9400	-996580.7948	1.719103173
9500	-996581.1971	0.8377299674
9600	-996578.8282	0.852318543
9700	-996588.063	0.7768570595
9800	-996570.7794	0.9164477459
9900	-996583.1286	1.450204707
10000	-996567.2723	1.094386766
10100	-996580.8269	0.930645328
10200	-996578.2009	0.8855683229
10300	-996582.46	1.178657346
10400	-996581.836	0.7883655646
10500	-996584.9978	1.011771001
10600	-996571.3719	0.9801326508
10700	-996578.8663	0.8270054584
10800	-996581.2976	0.9286848092
10900	-996580.0627	1.182040489
11000	-996574.8826	0.8697030779
11100	-996576.7133	1.000783201
11200	-996583.51	0.9849876197
11300	-996586.6019	1.064584873
11400	-996581.8174	0.8295535906
11500	-996582.027	0.7991089721
11600	-996582.1054	1.029952586
11700	-996578.5996	1.627599669
11800	-996577.4504	0.7997806349
11900	-996577.218	1.034069182
12000	-996577.1479	1.233710101
12100	-996584.8265	0.8504434541
12200	-996579.5021	1.117969295
12300	-996574.0729	0.7111984918
12400	-996576.1239	1.310132413
12500	-996576.4366	0.9615272027
12600	-996576.217	1.082819113
12700	-996582.5229	0.9192547079
12800	-996579.2138	1.005852323
12900	-996580.9228	0.8576447566
13000	-996575.2259	1.253972057
13100	-996578.8813	1.1680239
13200	-996569.3914	1.00131369
13300	-996575.6761	0.9632809667
13400	-996571.4129	1.114394537
13500	-996580.0759	0.6257300489
13600	-996579.3734	0.9943145344
13700	-996580.122	1.791342549
13800	-996582.8165	1.860852048
13900	-996576.2314	0.980138097
14000	-996587.3079	0.7316473212
14100	-996573.7148	0.7735377206
14200	-996570.3372	1.092892769
14300	-996576.4221	1.571182798
14400	-996581.1396	0.9640747489
14500	-996568.4689	1.159713547
14600	-996564.248	1.292017813
14700	-996579.8434	1.107607486
14800	-996580.6893	1.074884461
14900	-996582.4823	1.212677468
15000	-996585.0315	1.088582731
15100	-996577.1645	0.9694509646
15200	-996581.6362	0.986955556
15300	-996578.6083	1.111766667
15400	-996576.4966	1.070604958
15500	-996580.3555	1.121718681
15600	-996582.7517	1.137054797
15700	-996574.9801	1.051937224
15800	-996575.4656	0.9459430685
15900	-996581.1827	1.466109353
16000	-996582.677	0.9793383631
16100	-996569.8285	0.9052959129
16200	-996582.0434	0.6547568234
16300	-996589.0613	0.9849038976
16400	-996574.2329	1.089948685
16500	-996579.4576	0.8512281994
16600	-996567.5952	0.8949869991
16700	-996582.2082	1.784554652
16800	-996578.8292	0.8865587942
16900	-996584.1672	0.9414085793
17000	-996569.8478	1.579193668
17100	-996576.7694	1.16424282
17200	-996577.0038	0.8275848949
17300	-996573.1072	1.149249938
17400	-996579.0156	0.6568375422
17500	-996568.9859	0.9454637341
17600	-996573.9924	0.8043176674
17700	-996580.1157	1.316896011
17800	-996550.0522	1.091935341
17900	-996583.0714	1.028060244
18000	-996579.6516	1.224993551
18100	-996575.6485	1.661928036
18200	-996584.5762	0.9377684294
18300	-996576.0273	1.183206594
18400	-996574.7992	1.783586136
18500	-996578.7285	0.8944360463
18600	-996578.4467	1.094128886
18700	-996576.1134	1.518932113
18800	-996579.5354	1.034980985
18900	-996585.3036	1.172930187
19000	-996571.4212	1.192674165
19100	-996580.501	1.351558437
19200	-996572.4785	1.256237687
19300	-996582.8953	0.6455305761
19400	-996570.9984	1.160906988
19500	-996572.925	0.9398723986
19600	-996586.4524	1.096767166
19700	-996583.7379	0.7551488957
19800	-996580.066	0.7295455715
19900	-996574.4229	1.06016183
20000	-996574.9135	0.9656493924
20100	-996575.7879	1.107326173
20200	-996587.4841	1.094655703
20300	-996572.4201	0.8960547995
20400	-996577.4641	1.04024338
20500	-996555.4905	0.9132777198
20600	-996570.5606	1.387349728
20700	-996582.8987	0.8823344469
20800	-996562.9675	0.945745224
20900	-996584.0831	0.9627890216
21000	-996582.0517	1.171504056
21100	-996564.1912	0.8625552714
21200	-996581.338	0.8596452112
21300	-996578.4062	0.8691586409
21400	-996577.9102	0.8000191015
21500	-996567.2519	1.272909157
21600	-996580.968	1.196560159
21700	-996584.9324	0.7330061147
21800	-996582.348	0.7782946225
21900	-996582.1096	0.917982078
22000	-996571.6218	0.9586414261
22100	-996570.4668	1.388125069
22200	-996581.1167	1.082748794
22300	-996577.4812	1.090470999
22400	-996575.386	0.6575929212
22500	-996570.0662	0.8341024927
22600	-996577.1698	0.9528902037
22700	-996574.6252	1.263390275
22800	-996573.9405	1.132738096
22900	-996579.9007	1.262191457
23000	-996575.3857	1.099717413
23100	-996569.0414	1.063488462
23200	-996573.8932	1.272226748
23300	-996579.8749	1.231291728
23400	-996569.3714	0.9074084921
23500	-996569.7626	1.151518867
23600	-996578.1713	1.005658262
23700	-996576.5653	1.022370575
23800	-996581.3226	0.7637734854
23900	-996580.4997	1.118804621
24000	-996581.0951	0.9372358393
24100	-996577.86	1.316249685
24200	-996578.7438	1.083932659
24300	-996579.0416	1.409957892
24400	-996573.9218	0.8149111564
24500	-996577.819	1.030743238
24600	-996583.1219	0.7724470984
24700	-996580.1443	1.020703265
24800	-996576.5225	0.8688585112
24900	-996585.2656	1.164141206
25000	-996578.9657	0.8780339589
25100	-996578.8707	0.9486243364
25200	-996570.1984	1.154374528
25300	-996567.615	1.032834622
25400	-996583.7399	1.022725027
25500	-996576.4452	0.9720875103
25600	-996575.8076	1.014003434
25700	-996587.1881	0.8483454171
25800	-996585.3893	0.5613787216
25900	-996579.0581	1.016515593
26000	-996583.5626	1.039715912
26100	-996581.9898	1.266237063
26200	-996584.0653	1.18447027
26300	-996573.4411	1.045083517
26400	-996572.6257	0.915776934
26500	-996582.4807	1.232506974
26600	-996566.076	0.8251478181
26700	-996586.6011	1.303444269
26800	-996584.2843	1.130652359
26900	-996575.7064	1.172436368
27000	-996577.2691	1.223725413
27100	-996582.2861	1.619434106
27200	-996581.1359	0.8872127146
27300	-996581.0527	0.9930249679
27400	-996579.5262	1.356253823
27500	-996576.4446	1.302003654
27600	-996587.8929	0.841451209
27700	-996582.6921	0.9220027993
27800	-996575.2502	0.5026882786
27900	-996581.5085	1.080982855
28000	-996584.5005	0.8522328425
28100	-996579.44	0.9554507748
28200	-996569.545	0.9850358117
28300	-996567.9755	1.013643077
28400	-996574.0068	1.184132299
28500	-996571.3979	1.400519831
28600	-996576.1067	1.093460343
28700	-996575.0321	1.116867839
28800	-996571.0416	1.083826581
28900	-996574.3688	1.251596151
29000	-996574.7293	1.28188055
29100	-996565.9911	0.9543205578
29200	-996564.7501	1.466008213
29300	-996576.0652	1.037543614
29400	-996581.7854	1.182653576
29500	-996587.5729	1.033143536
29600	-996573.6645	1.070713201
29700	-996572.5359	1.216465672
29800	-996569.5586	1.146982661
29900	-996576.2339	0.8470347849
30000	-996563.6677	1.201335531
30100	-996584.5829	1.04012093
30200	-996564.5148	1.124062547
30300	-996575.5559	1.380912956
30400	-996582.3796	0.8935427543
30500	-996577.0453	1.27585617
30600	-996569.6101	1.421202638
30700	-996574.0553	0.869076962
30800	-996578.8429	0.897186336
30900	-996579.8595	0.6758887219
31000	-996578.2632	1.382899504
31100	-996579.7786	1.279986816
31200	-996578.5312	0.6435180278
31300	-996585.8686	1.007694934
31400	-996573.0957	0.8668990307
31500	-996567.5844	0.9679117046
31600	-996577.7289	1.111350273
31700	-996583.2615	1.329636135
31800	-996574.8008	0.8152875202
31900	-996580.6403	1.03749383
32000	-996581.8664	1.57381185
32100	-996572.0852	0.9870272284
32200	-996585.2581	1.072107256
32300	-996584.7844	0.9406448634
32400	-996575.8604	1.022072851
32500	-996579.098	1.632936467
32600	-996581.5062	1.219340982
32700	-996571.5928	1.586210856
32800	-996578.4745	1.278251833
32900	-996575.0539	1.072448121
33000	-996568.2338	1.16079439
33100	-996577.4033	0.5358306943
33200	-996581.619	1.0371884
33300	-996577.6882	1.394214498
33400	-996577.2238	1.066151448
33500	-996586.215	1.176765285
33600	-996581.6134	0.987891655
33700	-996566.68	0.8720801488
33800	-996571.6018	0.9690979975
33900	-996583.1101	1.201538482
34000	-996584.9565	1.02010178
34100	-996577.5792	0.9260735029
34200	-996580.7075	0.7701759649
34300	-996580.9039	1.304878408
34400	-996568.6771	0.9559808077
34500	-996573.7827	0.9192702139
34600	-996580.6429	1.377040123
34700	-996581.9537	1.291373462
34800	-996576.943	0.9480599826
34900	-996582.6463	1.683255126
35000	-996583.8214	0.9899029197
35100	-996568.544	1.068287788
35200	-996579.538	1.150524263
35300	-996586.6212	0.7278444416
35400	-996584.6494	1.503012267
35500	-996580.4232	1.065590493
35600	-996583.6987	1.129689383
35700	-996584.639	1.36704058
35800	-996575.9351	0.9159149438
35900	-996580.6225	0.9562012655
36000	-996575.4289	1.186228373
36100	-996572.6936	1.182474965
36200	-996575.9889	0.7564596502
36300	-996587.6311	1.138553341
36400	-996574.591	0.8307494271
36500	-996576.0567	1.001097338
36600	-996567.8323	0.8153753683
36700	-996581.2341	0.8780465209
36800	-996577.0863	1.070178075
36900	-996569.3137	1.264572907
37000	-996583.0427	0.7813549422
37100	-996580.7553	0.8373855485
37200	-996582.8171	1.15098938
37300	-996570.0917	0.5116177145
37400	-996575.9197	1.337410513
37500	-996578.9003	0.9080716132
37600	-996571.3269	1.133312066
37700	-996566.5107	1.403917265
37800	-996580.8838	0.6529551716
37900	-996588.5048	0.9601349833
38000	-996574.3876	1.395395943
38100	-996578.7228	1.000829687
38200	-996573.448	1.430024325
38300	-996578.5042	1.049482565
38400	-996571.6599	1.132947109
38500	-996578.4434	0.9035649419
38600	-996579.881	1.09689188
38700	-996583.5406	1.066257992
38800	-996566.5355	1.081936895
38900	-996582.276	0.8832059429
39000	-996573.2606	0.8591891607
39100	-996575.6163	0.8459048203
39200	-996582.0668	0.7634883875
39300	-996577.568	0.8661036783
39400	-996572.059	1.10135027
39500	-996570.6981	0.9207433531
39600	-996585.4637	0.682358627
39700	-996571.6539	0.7800209122
39800	-996573.2483	1.206763097
39900	-996573.6051	1.133624221
40000	-996585.8211	0.8970131065
40100	-996581.3349	1.28449853
40200	-996576.0159	1.072798335
40300	-996587.8549	1.091855765
40400	-996582.2346	0.912619561
40500	-996571.3414	0.9803825561
40600	-996582.4313	1.288841621
40700	-996571.7806	0.9749595823
40800	-996574.6297	1.399820355
40900	-996580.0202	0.8139636892
41000	-996575.8401	1.197168384
41100	-996581.5235	0.9527456204
41200	-996583.2759	0.9274935041
41300	-996579.047	1.19361913
41400	-996580.3701	0.7618621206
41500	-996580.9841	0.6910989517
41600	-996579.3981	0.7233327805
41700	-996573.5754	1.322321268
41800	-996573.7568	1.005148611
41900	-996581.8708	0.9774509476
42000	-996582.2657	0.7514128056
42100	-996566.0045	0.6182534496
42200	-996572.6314	0.9859176612
42300	-996567.3892	1.108628641
42400	-996565.7355	1.287498062
42500	-996567.0115	1.149261137
42600	-996574.1288	1.418027606
42700	-996581.3284	0.6033903624
42800	-996576.0917	0.6667708256
42900	-996579.6739	1.140131984
43000	-996576.3412	0.8214124829
43100	-996582.3524	1.354870036
43200	-996569.5561	1.159254733
43300	-996574.0505	1.076256837
43400	-996580.9844	0.9696425677
43500	-996575.3378	1.280966459
43600	-996565.3594	0.9798645688
43700	-996575.5594	0.9204215163
43800	-996579.2945	1.314177746
43900	-996560.9318	1.117900484
44000	-996573.5335	0.9710333394
44100	-996570.9504	1.222144175
44200	-996574.7417	1.212712179
44300	-996580.3228	0.9695448601
44400	-996571.1865	1.320601248
44500	-996570.5452	1.085408552
44600	-996581.6136	0.7296947346
44700	-996578.4751	1.23504745
44800	-996573.1841	1.064157721
44900	-996572.4705	0.9483113477
45000	-996576.5512	1.249191845
45100	-996572.3611	0.7614057604
45200	-996570.1947	0.7541362366
45300	-996579.5276	0.6036409424
45400	-996561.459	0.8679649414
45500	-996572.8602	1.290198835
45600	-996576.0233	0.8340731877
45700	-996571.2631	1.389403308
45800	-996578.2933	1.043629198
45900	-996575.3987	0.7656490373
46000	-996574.7487	1.355524645
46100	-996576.7998	0.8170745906
46200	-996572.7674	1.009819443
46300	-996576.3172	0.7360625044
46400	-996581.3273	0.9824434297
46500	-996577.3714	0.8205384539
46600	-996579.5204	0.6650198287
46700	-996576.0607	1.106484018
46800	-996573.0298	1.019947664
46900	-996570.4571	0.9134762653
47000	-996573.7389	0.7974825712
47100	-996579.0302	1.482805841
47200	-996579.8283	1.197297326
47300	-996589.941	1.430193053
47400	-996562.4133	0.9083186701
47500	-996577.3879	1.318435648
47600	-996571.1502	1.102018771
47700	-996566.0501	1.474030195
47800	-996576.3467	0.7626726287
47900	-996576.2577	0.9146834364
48000	-996569.8151	1.134073553
48100	-996580.0026	0.6379435801
48200	-996578.595	0.894457828
48300	-996563.3677	0.5558737391
48400	-996571.3919	0.8669816969
48500	-996580.7955	1.032747529
48600	-996578.9478	0.7715994667
48700	-996580.1541	0.9687263357
48800	-996577.7794	0.5167466083
48900	-996586.8185	1.196007205
49000	-996573.595	1.066804259
49100	-996573.0841	0.884523359
49200	-996568.4495	0.664155264
49300	-996580.0893	0.9790767786
49400	-996563.5622	0.9682017669
49500	-996578.636	0.6530067086
49600	-996575.4064	1.643254358
49700	-996573.206	1.115896545
49800	-996576.8379	0.680343965
49900	-996583.9244	1.124395464
50000	-996573.6938	1.50332096
50100	-996570.3781	1.210305427
50200	-996575.7187	1.008181208
50300	-996577.464	1.026989566
50400	-996577.3302	1.064886435
50500	-996563.7821	0.9744387757
50600	-996581.513	0.9850197391
50700	-996578.9183	0.7628399385
50800	-996571.5039	1.234464302
50900	-996576.2182	1.659373001
51000	-996576.1697	0.9096251869
51100	-996575.8765	1.159953615
51200	-996574.5393	1.095932091
51300	-996573.8851	1.26846601
51400	-996574.0958	0.7226624516
51500	-996580.8905	0.8073378065
51600	-996563.9361	0.8660365473
51700	-996580.334	1.161594684
51800	-996585.3784	1.268718984
51900	-996567.8218	0.8245566646
52000	-996576.7794	1.448007302
52100	-996575.8152	0.8643316052
52200	-996555.039	1.63386807
52300	-996575.653	1.600121933
52400	-996576.2655	1.194585577
52500	-996577.0624	1.020367871
52600	-996578.7314	1.198734356
52700	-996578.8973	1.144970525
52800	-996580.1954	1.205501672
52900	-996566.729	0.9846670895
53000	-996571.696	1.257822281
53100	-996574.7463	0.9905999436
53200	-996580.8318	1.112249565
53300	-996568.2589	1.365673271
53400	-996585.7442	1.479025916
53500	-996576.8285	1.047721713
53600	-996577.7646	0.8109147068
53700	-996571.8603	1.265736361
53800	-996579.2852	1.129324347
53900	-996577.3555	1.155420975
54000	-996568.8238	0.7675150016
54100	-996583.438	0.9483761417
54200	-996584.125	1.476418397
54300	-996574.9056	1.172510737
54400	-996576.5731	0.7810969722
54500	-996576.425	1.141400437
54600	-996579.2802	1.2441678
54700	-996574.3301	0.7770673393
54800	-996575.3622	1.511073034
54900	-996579.6155	1.240468443
55000	-996580.6099	1.634401008
55100	-996581.0517	1.016317338
55200	-996571.927	0.814384544
55300	-996577.1058	0.9019827525
55400	-996578.3347	0.5528292032
55500	-996570.837	1.490340365
55600	-996577.5309	0.8261597793
55700	-996577.6618	1.065067922
55800	-996578.9714	1.095120047
55900	-996576.5333	1.008003942
56000	-996574.2964	1.071115013
56100	-996581.987	1.003507477
56200	-996582.3856	1.037168072
56300	-996580.26	1.147385298
56400	-996568.6631	1.430744661
56500	-996568.4849	0.932876032
56600	-996579.5137	1.07395553
56700	-996581.2941	1.149780709
56800	-996568.5481	1.211806777
56900	-996584.676	0.7680468969
57000	-996574.125	1.203109469
57100	-996568.3022	0.931910935
57200	-996564.7925	1.400497344
57300	-996580.3634	1.282241141
57400	-996566.4459	1.099226608
57500	-996580.0154	1.125045816
57600	-996585.1198	1.40617492
57700	-996580.4447	0.6119449933
57800	-996586.6271	0.867067423
57900	-996580.4814	0.9339652188
58000	-996568.9837	1.617988774
58100	-996582.7167	1.054936239
58200	-996579.5646	1.017401966
58300	-996575.7262	1.259503371
58400	-996571.9949	0.7684716958
58500	-996579.4564	1.270321437
58600	-996581.9276	0.9999738404
58700	-996586.3285	0.8993978788
58800	-996569.0017	1.160750661
58900	-996579.1607	0.746217335
59000	-996573.9145	0.840695079
59100	-996571.9579	0.7262746094
59200	-996575.2186	0.9055319539
59300	-996563.4826	1.11710987
59400	-996580.4695	1.379152858
59500	-996579.385	1.020859921
59600	-996578.0685	1.305245639
59700	-996575.8197	1.230944398
59800	-996578.3539	1.091440401
59900	-996579.7103	0.8664032245
60000	-996572.062	0.879949915
60100	-996580.8012	0.7345309609
60200	-996565.1181	1.013604916
60300	-996579.9111	0.8288174627
60400	-996581.9691	1.063669756
60500	-996580.041	0.7525606388
60600	-996586.2843	1.320706477
60700	-996581.9931	1.125948931
60800	-996577.5436	1.062498183
60900	-996574.5359	0.731878464
61000	-996576.2825	1.15718783
61100	-996577.0137	1.37399274
61200	-996572.9598	1.16173411
61300	-996577.8913	1.019704731
61400	-996578.3437	0.9249238645
61500	-996572.637	1.300205675
61600	-996574.9812	0.9465509426
61700	-996589.1273	1.098304213
61800	-996584.5958	1.307335684
61900	-996577.6589	0.9853410005
62000	-996579.5492	0.9417051325
62100	-996568.1726	1.232383546
62200	-996573.1677	0.909674922
62300	-996577.7377	1.320110086
62400	-996569.6286	0.9038548252
62500	-996573.63	1.161772526
62600	-996575.6333	1.857893771
62700	-996580.8842	0.9215108328
62800	-996582.9952	1.18215389
62900	-996578.5785	1.437556454
63000	-996585.2808	0.9470750926
63100	-996571.0506	1.222580382
63200	-996577.4871	1.204653689
63300	-996573.6682	0.8569751254
63400	-996578.0544	0.903233034
63500	-996577.8167	0.9654007291
63600	-996580.0553	0.924148675
63700	-996577.9291	1.126932232
63800	-996580.1003	1.235186477
63900	-996577.4514	0.6456300637
64000	-996571.9092	0.9437252048
64100	-996569.0765	1.005293055
64200	-996579.8238	0.9033471632
64300	-996585.3449	0.8930906256
64400	-996572.0008	0.925800469
64500	-996580.0609	1.033092236
64600	-996584.8519	1.013151721
64700	-996585.1222	1.058696448
64800	-996577.0283	1.353678483
64900	-996574.6	1.328076795
65000	-996573.0596	1.034450438
65100	-996578.3504	0.5976396413
65200	-996571.0386	0.9251961064
65300	-996582.4726	1.141881063
65400	-996574.081	1.025701746
65500	-996575.8192	1.117988151
65600	-996567.777	1.11059619
65700	-996584.9739	1.079673868
65800	-996579.7423	1.294172555
65900	-996580.0998	0.8297611879
66000	-996581.2925	1.052518734
66100	-996571.021	1.350794529
66200	-996576.8801	0.5426301463
66300	-996574.8512	1.014356031
66400	-996565.0504	0.6559810311
66500	-996563.4883	1.268523274
66600	-996583.8107	1.506656683
66700	-996567.9093	0.8345200274
66800	-996573.7824	1.428809257
66900	-996573.535	0.7045937648
67000	-996564.7927	1.210330863
67100	-996575.7132	0.9212173375
67200	-996576.604	0.7913304204
67300	-996568.3433	1.252546754
67400	-996581.7965	0.7096053404
67500	-996581.4147	0.8299873595
67600	-996574.8023	1.020575706
67700	-996575.576	1.180018418
67800	-996577.9467	0.9103823219
67900	-996575.9119	0.9257199892
68000	-996576.786	1.130673865
68100	-996582.4547	0.6935659048
68200	-996570.1503	0.6850448877
68300	-996569.9875	0.9005386048
68400	-996579.4448	0.9118911254
68500	-996588.2498	0.9683621391
68600	-996579.7029	0.8338818555
68700	-996574.7655	0.6978924456
68800	-996584.9685	0.9005914263
68900	-996581.7476	0.7432838779
69000	-996585.2054	1.04545451
69100	-996580.1369	0.7338854912
69200	-996573.1677	1.021778602
69300	-996572.0362	1.239860784
69400	-996571.5245	1.255107724
69500	-996586.0232	0.9639892831
69600	-996583.181	0.738441858
69700	-996574.3251	1.008366905
69800	-996581.0038	1.332681119
69900	-996572.6707	0.9872921455
70000	-996583.8904	0.9236443332
70100	-996580.1327	1.046180433
70200	-996582.5806	1.142834798
70300	-996577.5101	0.9806315694
70400	-996581.7108	0.7406772674
70500	-996580.0262	1.375215924
70600	-996571.4992	1.01405879
70700	-996578.4729	1.278810025
70800	-996576.3254	1.118240486
70900	-996580.3641	0.8505675634
71000	-996581.815	1.232345199
71100	-996566.4582	1.210316956
71200	-996583.0482	1.273133715
71300	-996582.8566	1.072992658
71400	-996574.1097	0.9466880406
71500	-996584.3468	1.152492313
71600	-996579.1399	0.9059716727
71700	-996583.7015	1.246728647
71800	-996562.2378	0.7632477411
71900	-996569.2333	0.8780609096
72000	-996583.8697	0.7391503347
72100	-996582.8657	0.9147451271
72200	-996574.9537	0.9064034528
72300	-996580.3562	1.675844548
72400	-996570.2391	2.056270324
72500	-996579.5353	1.449966478
72600	-996576.4899	1.012561102
72700	-996581.7657	1.595793062
72800	-996578.6246	0.8906304937
72900	-996571.9023	1.281661134
73000	-996580.2352	0.9163598254
73100	-996566.3612	1.025747986
73200	-996584.1579	1.167981401
73300	-996583.0424	0.9269473026
73400	-996567.6493	0.5427771223
73500	-996578.2538	1.280497231
73600	-996573.4985	1.369490777
73700	-996573.5115	1.482105133
73800	-996586.1338	1.050342752
73900	-996583.6531	1.009392874
74000	-996581.2253	0.6100736753
74100	-996585.7272	1.050375562
74200	-996585.4944	1.072183006
74300	-996562.3201	1.09359305
74400	-996579.0647	0.9780471227
74500	-996575.1938	1.160289332
74600	-996580.1119	0.9810322554
74700	-996575.8107	0.8841951122
74800	-996572.4182	0.6824100815
74900	-996575.6811	0.8344643209
75000	-996581.4121	0.9997237835
75100	-996572.5924	0.9228704744
75200	-996575.1665	1.354567814
75300	-996579.3086	0.8185614497
75400	-996566.7916	1.049684341
75500	-996568.5474	1.147985688
75600	-996574.5036	0.813670174
75700	-996578.5623	1.066467242
75800	-996564.5269	1.104890785
75900	-996569.0034	0.8860113645
76000	-996581.0362	1.178730049
76100	-996583.3426	1.568955572
76200	-996579.9086	1.191858024
76300	-996571.511	1.246546506
76400	-996565.8328	0.9907527729
76500	-996572.68	0.8302186833
76600	-996582.7035	0.8347565884
76700	-996576.422	1.146240593
76800	-996572.2232	0.8974043416
76900	-996570.1819	0.8746305006
77000	-996576.851	1.178871687
77100	-996575.2765	1.038422428
77200	-996580.6752	1.17783519
77300	-996573.5559	1.289287945
77400	-996584.5089	0.6749253252
77500	-996565.6518	1.223091166
77600	-996572.7179	1.07477466
77700	-996578.1701	1.205849766
77800	-996586.6142	1.03745487
77900	-996579.145	1.039171298
78000	-996579.9671	1.05749306
78100	-996576.8531	1.032207913
78200	-996575.4552	0.9627887173
78300	-996578.9792	0.9309598925
78400	-996577.6959	0.7655297908
78500	-996587.8891	1.019289071
78600	-996570.6656	1.134184879
78700	-996571.6995	0.9584243388
78800	-996567.3004	1.180114813
78900	-996575.4117	0.9129679061
79000	-996574.8026	0.7701113706
79100	-996570.6846	0.7832550459
79200	-996574.5784	1.077128556
79300	-996575.5125	0.8773392075
79400	-996577.1738	1.483935984
79500	-996569.2604	1.561474344
79600	-996574.7775	0.7697492302
79700	-996581.9072	1.133130498
79800	-996573.6055	1.053448795
79900	-996579.1476	0.9159504532
80000	-996574.2846	1.249100938
80100	-996580.4844	0.7966343452
80200	-996564.9436	0.773498605
80300	-996581.3246	0.9409619518
80400	-996580.9958	1.179683974
80500	-996581.5136	1.229795958
80600	-996581.4617	1.052492645
80700	-996572.4064	0.9869500824
80800	-996558.2487	0.7571516929
80900	-996575.9223	0.7153449317
81000	-996555.6246	1.307579817
81100	-996568.5434	1.134937105
81200	-996582.2233	1.209274053
81300	-996575.397	0.9255761071
81400	-996574.2965	0.610067663
81500	-996567.1205	0.857133543
81600	-996576.1052	1.332950909
81700	-996579.3681	1.009052136
81800	-996576.13	0.948421708
81900	-996577.4778	0.8459616623
82000	-996574.2078	0.8183532579
82100	-996583.6973	0.8928891129
82200	-996580.1202	0.9890253905
82300	-996574.1637	1.045388297
82400	-996571.982	0.7361684933
82500	-996581.5193	0.8981403931
82600	-996570.1859	1.352158683
82700	-996574.6151	0.9060875204
82800	-996571.9512	0.8161323478
82900	-996577.5007	0.5714468782
83000	-996574.4869	0.6422833167
83100	-996579.7812	0.9899845152
83200	-996559.8999	0.8913493004
83300	-996569.2307	0.9464906445
83400	-996564.9817	0.8983123757
83500	-996568.2448	1.292582786
83600	-996569.9026	1.108659365
83700	-996583.2884	1.270650591
83800	-996576.7129	0.68973033
83900	-996566.7689	1.14661252
84000	-996560.1503	0.9284331538
84100	-996580.4294	0.9293461465
84200	-996572.6655	0.9318026975
84300	-996577.2453	1.455193054
84400	-996572.141	1.01968977
84500	-996569.8154	0.8374685906
84600	-996568.9845	0.7707560864
84700	-996576.9158	0.829066085
84800	-996578.0497	1.064108386
84900	-996562.6822	1.410955525
85000	-996566.6189	0.9813314425
85100	-996563.2663	1.354373521
85200	-996575.1902	1.162185294
85300	-996576.868	0.9005918889
85400	-996578.6472	0.9733885133
85500	-996570.1267	1.337526668
85600	-996574.8745	0.8653549729
85700	-996580.3855	1.140077716
85800	-996571.797	1.274619495
